Student ID,Drink Name,Size,Sugar %,Milk,Whip,Price($),Calories
2664,Iced Matcha,tall,0,5,0,$5.58,235 kcal
2665,Black Tea,short,100,0,0,$5.06,5 kcal
2666,Green Tea Lemonade,venti,0,4,0,$6.16,170 kcal
2667,Hazelnut Latte,tall,25,1,0,$3.19,210 kcal
2668,Hot Chocolate,grande,75,5,1,$4.78,345 kcal
2669,Flat White,tall,50,2,0,$3.69,185 kcal
2670,Flat White,short,50,2,0,$3.04,165 kcal
2671,Flat White,grande,25,2,3,$5.06,200 kcal
2672,Espresso,venti,75,4,0,$6.08,100 kcal
2673,Latte,grande,0,1,0,$5.18,165 kcal
2674,Caramel Latte,grande,0,1,0,$5.61,210 kcal
2675,Chai Tea,grande,75,4,0,$5.98,265 kcal
2676,Caramel Latte,grande,50,1,0,$4.05,225 kcal
2677,Green Tea Lemonade,grande,50,0,0,$5.69,130 kcal
2678,Hot Chocolate,short,0,5,1,$3.17,265 kcal
2679,Cappuccino,tall,75,5,0,$4.36,180 kcal
2680,White Mocha,short,50,2,0,$3.71,315 kcal
2681,Green Tea Lemonade,venti,25,0,0,$6.27,170 kcal
2682,Strawberry Cream,grande,0,2,0,$5.41,385 kcal
2683,Hazelnut Latte,tall,100,1,0,$4.09,220 kcal
2684,Strawberry Cream,tall,0,5,0,$4.39,360 kcal
2685,Green Tea Lemonade,tall,25,0,0,$4.75,110 kcal
2686,Latte,grande,100,1,0,$5.95,175 kcal
2687,Vanilla Latte,short,0,1,0,$4.31,185 kcal
2688,Black Tea,short,0,0,0,$3.24,25 kcal
2689,Vanilla Latte,tall,100,4,0,$5.57,205 kcal
2690,Chai Tea,grande,50,2,0,$3.99,255 kcal
2691,Mocha,tall,25,1,0,$5.01,265 kcal
2692,Latte,short,75,2,0,$2.96,105 kcal
2693,Vanilla Latte,tall,75,1,0,$4.32,195 kcal
2694,Green Tea Lemonade,tall,25,0,0,$4.85,105 kcal
2695,Green Tea Lemonade,mini,50,0,0,$3.49,110 kcal
2696,Hazelnut Latte,grande,75,1,0,$4.36,260 kcal
2697,Green Tea Lemonade,grande,75,0,0,$5.31,130 kcal
2698,Iced Americano,venti,50,0,0,$6.34,90 kcal
2699,Cappuccino,venti,25,5,0,$5.38,210 kcal
2700,Cold Brew,grande,0,0,0,$4.49,115 kcal
2701,Caramel Frappuccino,mini,0,2,0,$4.93,310 kcal
2702,Caramel Frappuccino,grande,25,2,0,$3.83,365 kcal
2703,Hazelnut Latte,grande,100,1,0,$5.79,245 kcal
2704,Black Tea,tall,50,1,0,$3.91,25 kcal
2705,Hazelnut Latte,short,25,1,0,$2.81,215 kcal
2706,Americano,tall,0,0,0,$5.61,35 kcal
2707,Cappuccino,tall,75,5,0,$4.72,155 kcal
2708,Espresso,short,75,0,0,$4.30,20 kcal
2709,Hazelnut Latte,short,25,1,0,$4.23,215 kcal
2710,Latte,tall,100,0,2,$5.67,140 kcal
2711,Iced Americano,short,50,5,0,$4.16,15 kcal
2712,Latte,short,50,1,0,$3.99,115 kcal
2713,White Mocha,grande,100,2,0,$5.34,350 kcal
2714,Strawberry Cream,tall,75,1,0,$5.64,360 kcal
2715,Caramel Frappuccino,venti,0,2,1,$5.04,355 kcal
2716,Flat White,tall,75,2,0,$5.08,190 kcal
2717,Iced Americano,venti,75,0,0,$5.34,75 kcal
2718,Strawberry Cream,short,50,5,0,$4.38,330 kcal
2719,Black Tea,grande,0,0,0,$5.28,60 kcal
2720,Iced Americano,tall,75,1,0,$5.25,40 kcal
2721,Mocha,grande,0,2,0,$4.91,290 kcal
2722,Iced Americano,short,25,0,0,$2.83,20 kcal
2723,Caramel Latte,venti,50,2,0,$5.46,260 kcal
2724,Chai Tea,tall,25,4,0,$5.55,230 kcal
2725,Caramel Latte,tall,75,4,0,$3.99,220 kcal
2726,Iced Matcha,venti,0,3,0,$4.56,285 kcal
2727,Caramel Frappuccino,tall,0,4,0,$4.76,340 kcal
2728,Iced Americano,venti,0,0,0,$4.07,90 kcal
2729,Latte,grande,50,4,0,$3.51,185 kcal
2730,Iced Americano,grande,25,0,0,$3.88,65 kcal
2731,Americano,grande,0,3,0,$5.36,55 kcal
2732,Americano,venti,0,2,0,$4.37,85 kcal
2733,Chai Tea,tall,0,4,0,$5.26,250 kcal
2734,Latte,tall,75,1,0,$5.09,160 kcal
2735,Iced Matcha,tall,50,3,0,$4.54,250 kcal
2736,Caramel Latte,short,25,0,0,$3.17,190 kcal
2737,Latte,tall,100,2,0,$4.34,160 kcal
2738,White Mocha,grande,0,0,3,$5.13,350 kcal
2739,Flat White,grande,25,2,0,$3.46,200 kcal
2740,Latte,grande,25,1,0,$5.73,150 kcal
2741,Strawberry Cream,venti,100,5,0,$4.71,385 kcal
2742,Iced Americano,tall,100,3,0,$3.16,50 kcal
2743,Strawberry Cream,short,0,5,0,$3.45,340 kcal
2744,Caramel Frappuccino,tall,100,2,1,$4.13,315 kcal
2745,Cold Brew,short,25,0,0,$3.97,70 kcal
2746,Latte,grande,50,1,0,$4.36,175 kcal
2747,Iced Matcha,tall,50,1,0,$4.83,235 kcal
2748,Espresso,venti,0,0,0,$4.50,65 kcal
2749,Flat White,tall,50,2,0,$5.11,210 kcal
2750,Cappuccino,grande,25,5,0,$3.94,180 kcal
2751,Strawberry Cream,grande,0,1,0,$3.65,375 kcal
2752,Latte,venti,0,3,0,$5.38,200 kcal
2753,Cappuccino,tall,25,5,0,$4.85,160 kcal
2754,Vanilla Latte,tall,0,1,0,$4.69,230 kcal
2755,Cold Brew,tall,100,0,0,$4.83,75 kcal
2756,Iced Americano,grande,100,0,3,$4.20,60 kcal
2757,Vanilla Latte,mini,75,2,0,$3.84,175 kcal
2758,Espresso,mini,50,0,0,$4.94,80 kcal
2759,Caramel Frappuccino,tall,0,2,1,$3.92,320 kcal
2760,Flat White,tall,25,2,0,$4.65,185 kcal
2761,Latte,grande,25,4,0,$5.69,165 kcal
2762,Vanilla Latte,tall,75,1,0,$3.13,210 kcal
2763,Mocha,tall,100,2,1,$5.01,255 kcal
2764,Caramel Latte,tall,50,1,0,$4.17,210 kcal
2765,Espresso,short,0,0,0,$5.25,10 kcal
2766,Caramel Frappuccino,tall,0,2,1,$4.31,315 kcal
2767,Strawberry Cream,short,50,5,0,$4.96,315 kcal
2768,Green Tea Lemonade,grande,100,0,0,$5.23,145 kcal
2769,Hazelnut Latte,tall,50,0,0,$5.44,235 kcal
2770,Espresso,grande,25,0,0,$4.77,75 kcal
2771,Iced Matcha,venti,0,2,0,$5.72,285 kcal
2772,Hazelnut Latte,grande,25,5,2,$5.36,245 kcal
2773,Hot Chocolate,grande,25,4,1,$4.80,345 kcal
2774,Mocha,venti,0,0,0,$4.37,340 kcal
2775,Espresso,grande,75,0,0,$3.55,75 kcal
2776,Strawberry Cream,grande,25,5,0,$4.58,385 kcal
2777,White Mocha,grande,0,2,1,$4.74,375 kcal
2778,Caramel Latte,venti,0,1,0,$4.49,260 kcal
2779,Black Tea,grande,0,0,0,$4.45,70 kcal
2780,Americano,short,75,0,0,$3.39,5 kcal
2781,Espresso,venti,100,0,0,$5.03,100 kcal
2782,Iced Matcha,grande,0,3,0,$5.72,250 kcal
2783,Vanilla Latte,short,25,1,0,$3.54,190 kcal
2784,Strawberry Cream,tall,25,0,0,$3.48,345 kcal
2785,Caramel Latte,tall,0,3,0,$4.61,195 kcal
2786,White Mocha,venti,75,2,0,$4.57,400 kcal
2787,Matcha Latte,grande,0,3,0,$5.87,270 kcal
2788,Espresso,grande,50,3,0,$4.94,65 kcal
2789,Matcha Latte,grande,75,2,0,$4.43,285 kcal
2790,Iced Americano,grande,0,5,0,$4.81,60 kcal
2791,Strawberry Cream,venti,100,5,0,$4.95,385 kcal
2792,Chai Tea,grande,75,4,0,$4.98,265 kcal
2793,Americano,short,25,1,0,$4.92,25 kcal
2794,Hot Chocolate,venti,100,5,1,$5.18,335 kcal
2795,Green Tea Lemonade,tall,50,0,0,$5.19,120 kcal
2796,Iced Americano,tall,0,5,0,$3.68,40 kcal
2797,Iced Matcha,venti,100,3,0,$5.00,275 kcal
2798,Black Tea,grande,50,2,0,$3.62,50 kcal
2799,Latte,grande,100,5,0,$3.71,150 kcal
2800,Latte,venti,75,0,0,$4.39,175 kcal
2801,Vanilla Latte,tall,25,1,0,$5.26,210 kcal
2802,Strawberry Cream,tall,25,5,3,$5.10,345 kcal
2803,Green Tea Lemonade,short,25,0,0,$4.30,85 kcal
2804,Strawberry Cream,grande,100,4,0,$5.75,360 kcal
2805,Hot Chocolate,grande,100,5,0,$5.84,325 kcal
2806,Black Tea,short,75,0,0,$3.16,5 kcal
2807,Hot Chocolate,grande,50,5,0,$5.31,335 kcal
2808,White Mocha,grande,75,1,1,$5.66,375 kcal
2809,Hazelnut Latte,short,100,0,0,$4.73,205 kcal
2810,Iced Matcha,short,50,5,0,$3.94,215 kcal
2811,Espresso,grande,25,0,0,$4.62,50 kcal
2812,Espresso,tall,25,0,0,$4.59,15 kcal
2813,Espresso,mini,100,0,0,$4.47,75 kcal
2814,Espresso,tall,100,3,0,$4.62,30 kcal
2815,Iced Matcha,venti,100,3,0,$3.80,275 kcal
2816,Hazelnut Latte,grande,25,1,0,$6.00,270 kcal
2817,Iced Americano,tall,100,0,0,$4.69,60 kcal
2818,Iced Matcha,tall,25,3,0,$5.54,260 kcal
2819,Black Tea,venti,100,0,0,$4.77,60 kcal
2820,Espresso,grande,100,3,0,$5.38,75 kcal
2821,Latte,grande,100,3,0,$4.61,175 kcal
2822,Iced Matcha,grande,0,3,0,$4.13,265 kcal
2823,Chai Tea,grande,75,4,0,$5.27,265 kcal
2824,Strawberry Cream,grande,75,1,0,$3.56,385 kcal
2825,Cappuccino,grande,50,5,0,$3.60,180 kcal
2826,Caramel Latte,short,0,3,0,$3.56,200 kcal
2827,Cold Brew,grande,25,0,0,$4.86,125 kcal
2828,Hot Chocolate,short,50,5,1,$2.86,275 kcal
2829,Vanilla Latte,tall,75,1,0,$5.23,195 kcal
2830,Caramel Frappuccino,tall,100,0,0,$4.62,320 kcal
2831,Iced Americano,tall,25,0,0,$3.53,50 kcal
2832,Iced Americano,venti,50,0,0,$3.85,100 kcal
2833,Chai Tea,tall,25,4,0,$3.18,225 kcal
2834,Mocha,grande,100,2,1,$3.77,305 kcal
2835,Black Tea,tall,25,4,0,$4.75,35 kcal
2836,Iced Matcha,short,0,3,0,$4.07,205 kcal
2837,Hot Chocolate,short,50,5,0,$4.35,290 kcal
2838,Cold Brew,tall,50,0,0,$3.43,75 kcal
2839,Strawberry Cream,venti,75,5,0,$6.39,420 kcal
2840,Flat White,tall,0,2,0,$4.68,175 kcal
2841,Flat White,grande,75,2,0,$4.58,200 kcal
2842,Mocha,short,75,3,0,$3.98,270 kcal
2843,Green Tea Lemonade,short,50,0,0,$4.18,85 kcal
2844,Hazelnut Latte,venti,25,1,0,$4.20,260 kcal
2845,Latte,tall,75,1,0,$4.38,150 kcal
2846,Americano,short,50,0,0,$3.08,35 kcal
2847,Cold Brew,grande,0,0,0,$5.78,90 kcal
2848,Cappuccino,grande,75,5,0,$3.77,170 kcal
2849,Cold Brew,grande,25,0,0,$5.35,100 kcal
2850,Latte,short,0,1,0,$3.73,120 kcal
2851,Caramel Frappuccino,tall,50,3,1,$4.90,315 kcal
2852,Cappuccino,short,25,5,0,$4.13,135 kcal
2853,Americano,tall,50,0,0,$5.19,55 kcal
2854,Iced Matcha,grande,75,0,0,$4.25,265 kcal
2855,Iced Americano,tall,75,0,0,$4.33,25 kcal
2856,Mocha,venti,75,2,0,$4.85,320 kcal
2857,Iced Matcha,tall,25,3,0,$5.64,250 kcal
2858,Black Tea,venti,75,0,0,$5.68,75 kcal
2859,Espresso,tall,50,0,0,$3.51,30 kcal
2860,Vanilla Latte,tall,0,1,0,$3.30,220 kcal
2861,Cold Brew,short,75,1,0,$3.93,60 kcal
2862,Hazelnut Latte,venti,75,1,3,$4.73,285 kcal
2863,Cappuccino,venti,100,2,0,$6.18,220 kcal
2864,Strawberry Cream,grande,75,5,0,$3.78,385 kcal
2865,Mocha,tall,50,5,0,$4.17,265 kcal
2866,Espresso,grande,25,0,0,$5.02,65 kcal
2867,Strawberry Cream,mega,25,5,0,$4.45,375 kcal
2868,Black Tea,tall,50,0,0,$4.57,45 kcal
2869,Hazelnut Latte,venti,50,1,0,$4.56,285 kcal
2870,White Mocha,short,50,2,1,$5.05,330 kcal
2871,Iced Matcha,short,75,3,0,$3.11,220 kcal
2872,Caramel Frappuccino,tall,75,2,0,$3.46,320 kcal
2873,Strawberry Cream,venti,0,5,0,$5.26,400 kcal
2874,Green Tea Lemonade,grande,50,0,0,$5.26,130 kcal
2875,Black Tea,tall,75,2,0,$3.89,25 kcal
2876,White Mocha,venti,25,2,1,$6.09,390 kcal
2877,Flat White,venti,50,2,0,$4.73,225 kcal
2878,Caramel Latte,tall,75,1,0,$4.05,210 kcal
2879,Mocha,grande,100,1,2,$5.71,280 kcal
2880,Matcha Latte,grande,100,3,0,$5.98,285 kcal
2881,Mocha,tall,75,2,1,$3.48,280 kcal
2882,Cappuccino,tall,100,1,0,$5.18,160 kcal
2883,Hot Chocolate,venti,75,1,0,$5.66,350 kcal
2884,Americano,grande,100,0,0,$3.46,55 kcal
2885,White Mocha,tall,25,2,1,$5.11,360 kcal
2886,Caramel Frappuccino,tall,25,0,1,$3.24,330 kcal
2887,Matcha Latte,venti,100,4,0,$6.14,330 kcal
2888,Iced Matcha,grande,25,4,0,$5.72,260 kcal
2889,Strawberry Cream,venti,100,5,0,$6.21,420 kcal
2890,Iced Americano,grande,0,0,2,$4.62,75 kcal
2891,Strawberry Cream,grande,0,5,0,$3.90,370 kcal
2892,Vanilla Latte,short,25,1,0,$3.57,175 kcal
2893,Chai Tea,venti,50,4,0,$4.65,265 kcal
2894,Matcha Latte,short,0,0,0,$3.27,235 kcal
2895,Mocha,short,100,1,1,$5.25,235 kcal
2896,Latte,venti,0,1,3,$4.30,190 kcal
2897,Iced Matcha,venti,100,2,0,$4.16,285 kcal
2898,Caramel Frappuccino,tall,50,2,1,$4.04,305 kcal
2899,Cold Brew,tall,0,2,0,$5.04,90 kcal
2900,Green Tea Lemonade,grande,50,4,0,$4.47,155 kcal
2901,Latte,grande,25,1,0,$5.08,185 kcal
2902,Cappuccino,mega,75,5,0,$3.78,185 kcal
2903,Caramel Frappuccino,venti,0,2,1,$4.81,380 kcal
2904,Hot Chocolate,tall,75,5,1,$4.13,310 kcal
2905,Cold Brew,short,25,4,0,$4.25,55 kcal
2906,Cappuccino,venti,100,5,0,$4.89,205 kcal
2907,Green Tea Lemonade,grande,75,0,0,$4.52,145 kcal
2908,Cappuccino,grande,75,2,0,$5.14,180 kcal
2909,Green Tea Lemonade,tall,100,3,0,$3.74,130 kcal
2910,Caramel Latte,grande,100,1,0,$5.45,245 kcal
2911,Green Tea Lemonade,short,100,0,0,$3.02,100 kcal
2912,Caramel Frappuccino,tall,25,4,1,$3.40,320 kcal
2913,Black Tea,grande,25,0,0,$3.72,60 kcal
2914,Iced Matcha,grande,25,3,0,$3.53,285 kcal
2915,Green Tea Lemonade,short,25,3,0,$3.11,85 kcal
2916,Hot Chocolate,grande,50,5,1,$3.58,335 kcal
2917,Flat White,tall,50,2,0,$3.32,190 kcal
2918,Chai Tea,venti,0,4,0,$4.07,275 kcal
2919,Hot Chocolate,grande,25,5,0,$3.74,320 kcal
2920,Green Tea Lemonade,venti,0,1,0,$5.41,180 kcal
2921,Espresso,short,100,0,0,$3.06,10 kcal
2922,Strawberry Cream,tall,75,5,0,$4.56,370 kcal
2923,Iced Americano,tall,0,3,0,$4.30,35 kcal
2924,White Mocha,tall,25,5,1,$4.69,340 kcal
2925,Mocha,short,25,2,0,$4.13,270 kcal
2926,Flat White,tall,75,2,0,$4.37,175 kcal
2927,Cold Brew,tall,100,0,0,$3.21,65 kcal
2928,Strawberry Cream,grande,50,4,0,$3.87,360 kcal
2929,Espresso,short,50,0,0,$4.72,5 kcal
2930,White Mocha,venti,0,1,1,$5.22,385 kcal
2242,Hazelnut Latte,grande,25,1,0,$5.38,245 kcal
2266,White Mocha,venti,75,2,1,$6.14,390 kcal
2318,Cappuccino,tall,50,3,0,$5.24,170 kcal
2560,Caramel Latte,venti,100,0,0,$4.79,235 kcal
2025,Caramel Latte,mini,0,5,0,$3.37,200 kcal
2182,Hot Chocolate,tall,0,4,1,$5.22,285 kcal
2445,Latte,tall,50,1,0,$5.51,140 kcal
2465,Caramel Latte,tall,0,1,0,$5.31,195 kcal
2123,Chai Tea,mega,50,4,0,$5.13,265 kcal
2459,Latte,grande,100,1,0,$4.43,160 kcal
2140,White Mocha,short,75,3,2,$4.08,340 kcal
2222,Green Tea Lemonade,grande,0,0,0,$5.23,130 kcal
2588,Latte,short,25,5,0,$3.97,115 kcal
2183,Cold Brew,tall,75,0,0,$4.87,80 kcal
2919,Hot Chocolate,grande,25,5,0,$3.74,320 kcal
2252,Latte,venti,25,1,3,$6.24,175 kcal
2598,Strawberry Cream,grande,75,5,0,$4.43,395 kcal
2277,Americano,tall,75,0,0,$4.22,35 kcal
2310,Latte,venti,25,1,0,$4.68,175 kcal
2737,Latte,tall,100,2,0,$4.34,160 kcal
2782,Iced Matcha,grande,0,3,0,$5.72,250 kcal
2906,Cappuccino,venti,100,5,0,$4.89,205 kcal
2446,Flat White,tall,0,3,0,$5.18,185 kcal
2905,Cold Brew,mini,25,4,0,$4.25,55 kcal
2038,Chai Tea,short,75,0,0,$4.07,210 kcal
2138,Cold Brew,venti,100,0,0,$5.09,140 kcal
2441,Matcha Latte,tall,100,3,0,$4.49,270 kcal
2045,Matcha Latte,grande,75,0,0,$5.19,295 kcal
2578,Mocha,grande,25,2,0,$3.73,315 kcal
2282,Latte,tall,0,1,0,$4.97,125 kcal
2708,Espresso,short,75,0,0,$4.30,20 kcal
2162,Flat White,tall,100,2,0,$5.67,210 kcal
2273,Flat White,grande,100,2,2,$5.12,210 kcal
2106,Matcha Latte,venti,50,3,0,$4.01,295 kcal
2594,Matcha Latte,grande,100,3,0,$5.01,280 kcal
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5970,Hot Chocolate,venti,0,5,1,$4.83,350 kcal
5971,Strawberry Cream,venti,0,5,1,$4.61,400 kcal
5972,Cappuccino,tall,50,5,0,$4.96,160 kcal
5973,Mocha,short,50,2,1,$4.65,250 kcal
5974,Cappuccino,short,25,5,1,$3.37,140 kcal
5975,Vanilla Latte,short,100,1,0,$3.62,190 kcal
5976,Iced Matcha,short,25,3,0,$4.92,220 kcal
5977,Iced Americano,grande,100,0,1,$5.25,65 kcal
5978,Hot Chocolate,short,0,5,0,$5.12,280 kcal
5979,Latte,short,50,1,0,$3.96,120 kcal
5980,Matcha Latte,short,75,3,1,$4.77,240 kcal
5981,White Mocha,venti,75,2,0,$5.44,390 kcal
5982,Latte,venti,0,1,0,$5.24,190 kcal
5983,Iced Americano,short,25,0,1,$4.28,20 kcal
5984,Green Tea Lemonade,venti,50,0,0,$5.33,160 kcal
5985,Espresso,short,50,0,0,$3.00,10 kcal
5986,Cappuccino,short,75,5,1,$3.66,140 kcal
5987,Black Tea,tall,100,0,0,$3.56,25 kcal
5988,Strawberry Cream,short,50,5,0,$3.22,330 kcal
5989,Iced Americano,short,50,0,1,$3.80,20 kcal
5990,Iced Matcha,tall,75,3,1,$3.40,240 kcal
5991,Hazelnut Latte,short,25,1,0,$3.44,205 kcal
5992,Americano,tall,75,0,0,$4.75,35 kcal
5993,Green Tea Lemonade,venti,50,0,0,$4.74,160 kcal
5994,Hot Chocolate,tall,0,5,0,$4.29,300 kcal
5995,Black Tea,short,25,0,0,$5.33,5 kcal
5996,Strawberry Cream,short,50,5,1,$3.37,330 kcal
5997,Hot Chocolate,tall,100,5,1,$4.57,300 kcal
5998,White Mocha,tall,75,2,0,$5.29,340 kcal
5999,Mocha,short,25,2,0,$5.15,250 kcal
